City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
136,mawlaik,23.6333,94.4167,24.89,94,58,0.51,MM,1687113885
137,hays,30.0502,-98.0336,38.48,51,1,1.79,US,1687113885
138,richards bay,-28.783,32.0377,17.13,82,0,1.99,ZA,1687113885
139,saint-joseph,-21.3667,55.6167,19.21,67,0,3.36,RE,1687113885
140,chokurdakh,70.6333,147.9167,14.7,56,100,5.4,RU,1687113886
141,kalaleh,37.3807,55.4916,28.78,37,0,2.06,IR,1687113886
142,havre,49.5833,0.3333,19.55,94,100,2.57,FR,1687113886
143,sinegorye,62.0788,150.477,15.11,74,19,1.76,RU,1687113886
144,karwar,14.8,74.1333,27.27,81,89,3.42,IN,1687113618
145,mataura,-46.1927,168.8643,2.78,96,33,1.39,NZ,1687113887
146,mnogovershinnyy,53.9353,139.9242,9.79,69,91,1.16,RU,1687113887
147,inuvik,68.3499,-133.7218,9.42,84,75,2.06,CA,1687113611
148,gizo,-8.103,156.8419,27.18,83,93,6.14,SB,1687113887
149,maniitsoq,65.4167,-52.9,4.45,67,100,3.9,GL,1687113887
150,hasaki,35.7333,140.8333,22.34,93,10,5.79,JP,1687113888
151,vila,42.0304,-8.1588,17.06,85,100,1.7,PT,1687113888
152,nuuk,64.1835,-51.7216,8.34,57,75,5.14,GL,1687113888
153,pacifica,37.6138,-122.4869,24.13,73,20,10.29,US,1687113888
154,faya,18.3851,42.4509,23.06,32,52,1.29,SA,1687113889
155,andenes,69.3143,16.1194,14.99,63,7,0.0,NO,1687113889
156,padang,-0.9492,100.3543,25.03,88,98,2.04,ID,1687113889
157,owo,7.1962,5.5868,23.15,97,100,2.42,NG,1687113889
158,itarema,-2.9248,-39.9167,27.99,77,9,6.49,BR,1687113889
159,havelock,34.8791,-76.9013,30.55,65,20,4.12,US,1687113951
160,clarence town,-32.5833,151.7833,9.36,83,0,2.12,AU,1687113951
161,paraiso,9.8383,-83.8656,25.48,89,97,1.09,CR,1687113951
162,atambua,-9.1061,124.8925,18.75,84,100,2.24,ID,1687113952
163,kununurra,-15.7667,128.7333,13.99,82,84,0.51,AU,1687113952
164,norman wells,65.282,-126.8329,19.02,45,75,4.63,CA,1687113952
165,saint-philippe,-21.3585,55.7679,19.77,68,1,4.76,RE,1687113952
166,berlevag,70.8578,29.0864,7.89,93,100,3.09,NO,1687113952
167,vanimo,-2.6741,141.3028,25.12,89,100,1.36,PG,1687113896
168,thunder bay,48.4001,-89.3168,19.99,56,0,4.63,CA,1687113695
169,ketchikan,55.3422,-131.6461,14.26,58,0,3.09,US,1687113953
170,baruun-urt,46.6806,113.2792,18.72,66,100,3.76,MN,1687113954
171,te anau,-45.4167,167.7167,3.99,92,32,0.47,NZ,1687113954
172,san quintin,30.4833,-115.95,21.25,66,1,6.28,MX,1687113954
173,sitka,57.0531,-135.33,13.94,67,20,4.63,US,1687113954
174,airai,-8.9266,125.4092,12.28,61,100,1.08,TL,1687113954
175,moju,-1.8839,-48.7689,31.2,55,90,1.23,BR,1687113955
176,perry,37.2506,-83.1999,29.1,26,31,2.6,US,1687113955
177,alofi,-19.0595,-169.9187,22.94,94,36,1.54,NU,1687113955
178,prince rupert,54.3161,-130.3201,10.83,89,100,2.06,CA,1687113955
179,huarmey,-10.0681,-78.1522,23.89,69,3,5.96,PE,1687113955
180,aripuana,-9.1667,-60.6333,32.31,37,3,1.47,BR,1687113956
181,leo,11.1,-2.1,26.63,70,100,0.4,BF,1687113956
182,malpe,13.35,74.7167,26.61,80,83,1.87,IN,1687113956
183,lazaro cardenas,17.9583,-102.2,32.93,56,50,4.8,MX,1687113956
184,fargo,46.8772,-96.7898,28.99,36,0,4.12,US,1687113957
185,okhotsk,59.3833,143.3,8.18,88,11,2.73,RU,1687113957
186,comodoro rivadavia,-45.8667,-67.5,7.92,39,0,4.63,AR,1687113707
187,necochea,-38.5473,-58.7368,11.76,42,13,4.44,AR,1687113957
188,lompoc,34.6391,-120.4579,23.21,83,100,3.13,US,1687113957
189,tasiilaq,65.6145,-37.6368,6.09,77,1,0.68,GL,1687113958
190,san cristobal,7.7669,-72.225,29.1,79,100,3.4,VE,1687113755
191,kabo,7.6994,18.629,27.03,68,100,1.21,CF,1687113958
192,khorixas,-20.3667,14.9667,15.41,35,0,2.16,NA,1687113958
193,rodas,22.3408,-80.5572,32.11,33,60,3.09,CU,1687113959
194,sabattus,44.1198,-70.1076,17.94,76,100,5.14,US,1687113959
195,rawson,-43.3002,-65.1023,10.18,56,100,10.64,AR,1687113959
196,fortuna,40.5982,-124.1573,17.74,72,100,5.14,US,1687113959
197,hamadan,34.7992,48.5146,20.49,23,0,3.09,IR,1687113960
198,palmer,42.1584,-72.3287,24.63,56,75,4.63,US,1687113960
199,cabedelo,-6.9811,-34.8339,29.37,78,99,5.38,BR,1687113703
200,ilinge,-31.9768,27.0427,9.78,30,0,2.43,ZA,1687113960
201,dingle,10.9995,122.6711,25.0,88,13,1.41,PH,1687113961
202,shalya,57.2471,58.7298,4.42,99,100,3.67,RU,1687113961
203,sao filipe,14.8961,-24.4956,25.59,73,100,4.97,CV,1687113961
204,opuwo,-18.0607,13.84,16.24,24,0,1.95,NA,1687113961
205,taltal,-25.4,-70.4833,17.27,74,25,1.44,CL,1687113620
206,san patricio,28.017,-97.5169,35.05,32,1,8.51,US,1687113962
207,pangnirtung,66.1451,-65.7125,7.0,65,75,3.09,CA,1687113962
208,mahebourg,-20.4081,57.7,22.16,56,40,5.14,MU,1687113963
209,katsuura,35.1333,140.3,20.82,90,2,0.54,JP,1687113963
210,omsukchan,62.5333,155.8,9.42,77,91,3.55,RU,1687113963
211,torbay,47.6666,-52.7314,9.93,93,100,5.14,CA,1687113963
212,wahlern,46.8281,7.3532,23.96,41,100,1.03,CH,1687114025
213,manta,-0.95,-80.7333,27.88,89,75,8.05,EC,1687114025
214,guiratinga,-16.3494,-53.7583,28.69,32,10,1.38,BR,1687114025
215,guerrero negro,27.9769,-114.0611,23.99,55,90,7.64,MX,1687113731
216,chapais,49.7834,-74.8492,21.79,37,73,3.65,CA,1687114025
217,roald,62.5833,6.1333,21.06,82,0,3.6,NO,1687114026
218,marshall,34.3834,-86.3333,26.84,61,100,4.68,US,1687114026
219,bambous virieux,-20.3428,57.7575,22.14,56,40,5.14,MU,1687114026
220,tarauaca,-8.1614,-70.7656,29.06,48,74,1.34,BR,1687114026
221,ostrovnoy,68.0531,39.5131,4.32,83,100,1.57,RU,1687114027
222,asosa,10.0667,34.5333,16.08,87,95,1.6,ET,1687114027
223,kaitangata,-46.2817,169.8464,9.42,94,97,4.14,NZ,1687114027
224,ulkan,57.243,107.3223,12.78,73,7,1.72,RU,1687114027
225,luau,-10.7073,22.2247,18.09,35,2,2.25,AO,1687114027
226,natchez,31.5604,-91.4032,26.12,78,0,3.09,US,1687113986
227,egvekinot,66.3167,-179.1667,-0.83,98,93,1.62,RU,1687114028
228,manchester,53.4809,-2.2374,18.21,87,100,2.57,GB,1687113908
229,lebowakgomo,-24.2,29.5,12.5,32,0,0.73,ZA,1687114028
230,kushiro,42.975,144.3747,11.46,82,95,4.5,JP,1687114028
231,kez,57.8979,53.7152,4.2,84,11,2.47,RU,1687114029
232,sri aman,1.2376,111.4621,25.03,94,99,0.0,MY,1687114029
233,kupang,-10.1667,123.5833,20.89,80,30,2.3,ID,1687114029
234,celestun,20.8667,-90.4,33.66,56,1,3.79,MX,1687114029
235,aventura,25.9565,-80.1392,34.01,68,20,7.72,US,1687114030
236,mestia,43.0458,42.7278,12.01,90,100,1.42,GE,1687114030
237,grindavik,63.8424,-22.4338,9.26,87,100,2.06,IS,1687114030
238,chimoio,-19.1164,33.4833,18.92,82,0,0.93,MZ,1687114030
239,tazovskiy,67.4667,78.7,2.17,96,100,6.17,RU,1687114030
240,vung tau,10.346,107.0843,25.8,82,70,5.98,VN,1687114031
241,jardim,-21.4803,-56.1381,21.64,44,0,1.86,BR,1687114031
242,kedrovyy,56.1667,91.8167,12.23,99,54,0.51,RU,1687114032
243,antofagasta,-23.65,-70.4,18.6,64,0,2.92,CL,1687113904
244,tera,14.0078,0.7531,40.04,20,78,4.13,NE,1687114032
245,ponta delgada,37.7333,-25.6667,20.4,94,75,6.17,PT,1687114032
246,sakata,38.9167,139.855,15.35,82,2,1.81,JP,1687114032
247,saiha,22.4833,92.9667,22.03,99,63,0.59,IN,1687114033
248,can,40.0333,27.0524,17.44,94,42,1.55,TR,1687114033
249,kostomuksha,64.571,30.5767,16.95,55,97,1.82,RU,1687114033
250,ende,-8.8432,121.6623,22.56,88,17,1.0,ID,1687114033
251,clyde river,70.4692,-68.5914,3.13,87,100,5.14,CA,1687114033
252,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,6.69,EC,1687114034
253,nieuw amsterdam,5.8833,-55.0833,32.01,58,20,3.09,SR,1687114034
254,dakar,14.6937,-17.4441,29.49,74,20,7.2,SN,1687113901
255,algiers,36.7525,3.042,25.9,61,75,2.57,DZ,1687113934
256,karratha,-20.7377,116.8463,17.27,81,100,5.52,AU,1687114034
257,port lincoln,-34.7333,135.8667,12.76,79,24,6.85,AU,1687114035
258,puerto narino,-3.7703,-70.3831,28.46,62,100,0.81,CO,1687114036
259,port macquarie,-31.4333,152.9167,4.94,72,0,2.35,AU,1687114036
260,san rafael del sur,11.8485,-86.4384,31.54,57,100,5.32,NI,1687114037
261,srednekolymsk,67.45,153.6833,14.72,42,100,2.11,RU,1687114037
262,provideniya,64.3833,-173.3,5.75,76,5,2.16,RU,1687114037
263,liverpool,53.4106,-2.9779,18.38,91,75,4.12,GB,1687113770
264,seguin,29.5688,-97.9647,38.77,47,0,5.66,US,1687113955
265,eatonton,33.3268,-83.3885,31.98,54,97,1.34,US,1687114099
266,chokwe,-24.5333,32.9833,20.52,47,0,2.68,MZ,1687114099
267,cacapava,-23.1008,-45.7069,20.14,58,0,0.49,BR,1687114099
268,asau,46.4333,26.4,19.51,94,100,1.6,RO,1687114100
269,tapes,-30.6733,-51.3958,13.54,58,0,2.17,BR,1687114100
270,taonan,45.3333,122.7833,22.72,34,100,3.77,CN,1687114100
271,saint-pierre,-21.3393,55.4781,19.82,64,40,4.12,RE,1687114100
272,los llanos de aridane,28.6585,-17.9182,21.86,91,75,3.09,ES,1687114100
273,cockburn town,21.4612,-71.1419,28.44,76,43,7.64,TC,1687114101
274,camacha,33.0833,-16.3333,20.68,83,20,7.2,PT,1687114101
275,crotone,39.0851,17.1178,24.97,43,0,2.06,IT,1687114101
276,jiwani,25.05,61.7417,29.41,79,27,6.05,PK,1687114101
277,iwanai,42.9744,140.5089,11.41,96,32,1.51,JP,1687114101
278,adre,13.4667,22.2,32.79,21,0,1.39,TD,1687114102
279,tura,25.5198,90.2201,22.77,98,100,1.47,IN,1687114102
280,yangjiang,21.85,111.9667,26.35,92,97,3.52,CN,1687114102
281,la ronge,55.1001,-105.2842,24.14,25,75,5.14,CA,1687114102
282,yumbe,3.4651,31.2469,22.72,72,88,0.38,UG,1687114103
283,ambilobe,-13.2,49.05,21.85,76,73,1.63,MG,1687114103
284,umm lajj,25.0213,37.2685,31.47,54,0,2.61,SA,1687114103
285,praia,14.9215,-23.5087,29.3,61,0,4.12,CV,1687114103
286,dzialdowo,53.2396,20.17,15.53,88,20,2.14,PL,1687114103
287,singaraja,-8.112,115.0882,24.61,67,66,1.53,ID,1687114003
288,sinnamary,5.3833,-52.95,28.37,74,5,3.34,GF,1687114104
289,shingu,33.7333,135.9833,20.09,82,100,1.4,JP,1687114104
290,hanko,59.8333,22.95,20.64,74,100,13.41,FI,1687114104
291,tsukumi,33.0706,131.8572,19.36,87,39,2.54,JP,1687114104
292,ubaira,-13.2681,-39.6628,27.89,45,0,2.89,BR,1687114105
293,portobelo,9.55,-79.65,31.42,81,100,1.34,PA,1687114105
294,upington,-28.4478,21.2561,11.21,46,0,2.57,ZA,1687114105
295,maragogi,-9.0122,-35.2225,26.24,76,42,3.85,BR,1687114105
296,edd,13.9297,41.6925,31.86,62,88,2.11,ER,1687114105
297,vytegra,61.0064,36.4481,8.27,70,16,1.45,RU,1687114106
298,maceio,-9.6658,-35.7353,27.69,74,100,4.63,BR,1687113904
299,touros,-5.1989,-35.4608,27.47,75,100,6.5,BR,1687114106
300,georgetown,5.4112,100.3354,27.96,81,20,0.51,MY,1687114106
301,vestmanna,62.1564,-7.1664,11.51,76,75,7.2,FO,1687114108
302,havre-saint-pierre,50.2334,-63.5986,10.2,81,100,3.6,CA,1687114108
303,nha trang,12.25,109.1833,27.0,88,83,2.63,VN,1687114108
304,mae sot,16.7167,98.5667,23.14,98,100,1.11,TH,1687114109
305,kirkwall,58.9848,-2.9587,14.03,82,75,5.66,GB,1687114109
306,lata,40.1629,-8.3327,21.71,76,100,1.93,PT,1687114109
307,mount gambier,-37.8333,140.7667,7.19,78,98,4.57,AU,1687114109
308,tessalit,20.1986,1.0114,38.44,7,0,5.17,ML,1687114110
309,esperance,-33.8667,121.9,11.42,80,91,4.08,AU,1687114110
310,kampot,10.6167,104.1833,28.03,81,100,3.67,KH,1687114110
311,muros,42.7762,-9.0603,21.2,89,78,3.04,ES,1687114110
312,mitu,1.1983,-70.1733,28.69,60,79,1.19,CO,1687114110
313,tonj,7.2737,28.6822,22.78,93,100,1.7,SS,1687114111
314,hofn,64.2539,-15.2082,11.05,89,100,2.55,IS,1687113917
315,bulawayo,-20.15,28.5833,14.76,29,0,1.56,ZW,1687114111
316,namatanai,-3.6667,152.4333,25.64,87,94,3.64,PG,1687114111
317,hervey bay,-25.2986,152.8535,16.42,87,100,3.39,AU,1687114111
318,tuatapere,-46.1333,167.6833,6.22,87,11,1.63,NZ,1687114112
319,samarkand,39.6542,66.9597,27.68,26,5,5.14,UZ,1687114112
320,kieta,-6.2167,155.6333,25.62,85,98,2.18,PG,1687114112
321,cabo san lucas,22.8909,-109.9124,30.9,54,75,4.12,MX,1687113896
322,valdivia,-39.8142,-73.2459,4.05,61,100,1.37,CL,1687114052
323,fomboni,-12.28,43.7425,26.77,64,15,4.85,KM,1687114174
324,kangaatsiaq,68.3065,-53.4641,3.38,69,45,2.59,GL,1687114174
325,walvis bay,-22.9575,14.5053,14.49,94,0,3.6,NA,1687114174
326,great falls,47.5002,-111.3008,15.93,73,75,5.66,US,1687114175
327,lisieux,49.1667,0.1667,19.73,97,100,3.51,FR,1687113942
328,geraldton,-28.7667,114.6,9.23,66,100,2.06,AU,1687114175
329,nakhon thai,17.1006,100.8374,24.19,98,100,0.79,TH,1687114175
330,mayo,38.8876,-76.5119,31.23,39,20,7.2,US,1687114175
331,khorol,49.7837,33.2783,20.65,63,100,3.27,UA,1687114176
332,saint-augustin,51.226,-58.6502,10.26,64,100,5.62,CA,1687114176
333,shasta lake,40.6804,-122.3708,25.98,29,93,2.57,US,1687114177
334,buta,2.7858,24.73,21.07,98,100,1.81,CD,1687114177
335,pala,9.3642,14.9046,26.84,64,100,2.22,TD,1687114177
336,ilulissat,69.2167,-51.1,4.01,48,75,4.12,GL,1687114178
337,rocha,-34.4833,-54.3333,14.05,55,30,2.3,UY,1687114178
338,kulhudhuffushi,6.6221,73.07,28.58,75,100,5.98,MV,1687114178
339,ancud,-41.8697,-73.8203,9.77,71,33,1.81,CL,1687114178
340,onega,63.9061,38.1404,10.04,65,98,0.57,RU,1687114179
341,tarakan,3.3,117.6333,25.83,85,100,3.63,ID,1687114179
342,coihaique,-45.5752,-72.0662,6.34,56,20,2.06,CL,1687114096
343,mana,5.6592,-53.7767,28.02,78,9,3.86,GF,1687114179
344,vilela,41.2251,-7.6034,17.95,65,100,3.59,PT,1687114180
345,vao,-22.6667,167.4833,20.36,63,30,6.34,NC,1687114180
346,bangkalan,-7.0455,112.7351,26.97,82,6,2.29,ID,1687114180
347,malartic,48.1335,-78.1328,22.06,53,100,1.24,CA,1687114180
348,cayenne,4.9333,-52.3333,31.02,58,0,4.63,GF,1687114181
349,maputo,-25.9653,32.5892,20.82,87,0,2.68,MZ,1687114181
350,kasane,-17.8167,25.15,17.05,34,0,2.57,BW,1687114181
351,bintulu,3.1667,113.0333,24.23,88,40,2.06,MY,1687114181
352,bosaso,11.2842,49.1816,31.6,62,5,1.55,SO,1687114181
353,port moresby,-9.4431,147.1797,23.32,80,100,4.35,PG,1687114182
354,kihei,20.785,-156.4656,27.2,72,20,5.66,US,1687114182
355,warrington,53.3925,-2.5802,18.48,92,75,4.12,GB,1687114182
356,port blair,11.6667,92.75,28.02,78,40,3.6,IN,1687114182
357,karachi,24.9056,67.0822,29.9,70,75,5.66,PK,1687114182
358,nago,26.5881,127.9761,27.24,90,100,7.73,JP,1687114183
359,loiza,18.4313,-65.8802,33.49,62,75,7.72,PR,1687114183
360,custodia,-8.0875,-37.6431,28.42,47,98,3.27,BR,1687114183
361,northport,33.229,-87.5772,25.63,86,0,3.09,US,1687114183
362,omboue,-1.5746,9.2618,23.4,89,50,4.1,GA,1687114184
